mgrtomsa:confidence,id,msa,cleanedtweet,cleanedtweet2
1.0,3067,صور العار و التشويه  أنظروا كيف تركب النساء و هذا ما يوقع صور,صور العار والشوهة شوفو كيفاش كيركبو لعيالات مسكينات وها اش كيوقع صور,صور العار والشوهة شوفو كيفاش كيركبو لعيالات مسكينات وها اش كيوقع صور
0.6776,3071,لم تصحينني باكرا انت لديك اولاد,بصح فهميني علاش تنوضي بكري عندك أولاد ههههههههههه,بصح فهميني علاش تنوضي بكري عندك أولاد
1.0,3080,اراها حشرة سعيدة ولا اعرف لماذا,كتجيني حشرة سعيدة معرفتش علاش,كتجيني حشرة سعيدة معرفتش علاش
1.0,3089,أقسم بالله أنهم يحيروك كيف هم يفكرون أنت في بلدنا,والله غيل يحيروك كيفاش راهم يفكروا راك في بلادنا,والله غيل يحيروك كيفاش راهم يفكروا راك في بلادنا
1.0,3090,جوزيف انتي جربي قبل ان تحكمي لماذا هذا الظلم هنا,جوزيف انتي جربي قبل ماتحكمي علاش الظلم توا هههه,جوزيف انتي جربي قبل ماتحكمي علاش الظلم توا
1.0,3092,ابن الزبر ظهرت ريحتك  يا مهرج  كفاك كلاما عن المغربيات سترى ماذا تستطيع المغربيات فغله,ابن الزبور طلعت ريحتك يا مهرج بزااااف عليك تحكي على المغربيات مزال تشوف المغربيات علاش قادين,ابن الزبور طلعت ريحتك يا مهرج بزاف عليك تحكي على المغربيات مزال تشوف المغربيات علاش قادين
1.0,3098,أمغار لحدود ساعة لم افهم لما هذه الهرطقات جميعها فحومات واحدة كل واحد ينبح من جهة,أمغار لحدود ساعة مفهمتش انا علاش هاد الهرطقات جامع فحومات واحدة كل واحد تينبح من جهة,أمغار لحدود ساعة مفهمتش انا علاش هاد الهرطقات جامع فحومات واحدة كل واحد تينبح من جهة
0.6812,3101,لهاذا لم يظهر ولم يرد الشهرة بسبب هاذا الجمهور,هادشي علاش مابغاش يبان و يتشهر على قبل هاد الجمهور لي ولاّ عندو,هادشي علاش مابغاش يبان و يتشهر على قبل هاد الجمهور لي ولا عندو
0.6929,3112,هبة قد سمعت وكذبت لهاذا سبب يشتموننا,هبة والله سمعت وكذبت هدا علاش نازلين علينا حني,هبة والله سمعت وكذبت هدا علاش نازلين علينا حني
0.693,3114,تويتر ليس  فيه سوى البنات الخيبوعات حيت فيه الا الأطفال الخيبوعين لماذا مستغربين يعني,تويتر فيه غي لبنات الخيبوعات حيت فيه غي الدراري الخيبوعين علاش مستغربين يعني,تويتر فيه غي لبنات الخيبوعات حيت فيه غي الدراري الخيبوعين علاش مستغربين يعني
1.0,3127,انا كنت اضن انه خلل وقع فيه من كثرة جمالي ولم اتوقع لماذا وصلت الى درجة عمل عملية لاحداث غمازات بالوجه,كنت نحساب فيا خلل طلع في من زيني منعرفش علاش وصلت درجه لعملية باش يكوز غندهم غمازات,كنت نحساب فيا خلل طلع في من زيني منعرفش علاش وصلت درجه لعملية باش يكوز غندهم غمازات
1.0,3129,أنا معاذ يا أهل سويرا لا أعرف لمذا قائدكم لا يحبكم,مُوعاذْ زايدة معاكم يا سويسرين مش عارف علاش القائد كان ما يحبكمش,موعاذ زايدة معاكم يا سويسرين مش عارف علاش القائد كان ما يحبكمش
1.0,3133,لماذا تشوهون لنا في سمعتنا,ع ش تشوهولنا في سمعتنا,ع ش تشوهولنا في سمعتنا
1.0,3134,كي افسر لكم لم نزل سعر الدينار التونسي,باش نفسرلكم بطريقة ساهلة علاش الدينار التونسي طاح بشكل كبير الايام الاخرة,باش نفسرلكم بطريقة ساهلة علاش الدينار التونسي طاح بشكل كبير الايام الاخرة
1.0,3136,واهذا لاني احسدك واريد شيئ مغاير,واييه داكشي علاش حسدتك والا دويتو جيب ليا شي كريمة عافاك,واييه داكشي علاش حسدتك والا دويتو جيب ليا شي كريمة عافاك
0.6936,3145,اكلة السفة ام المسفوف بالسكر انتم كيف تسمونه,امينة سفة ولا المسفوف الكسكس حلو بسكر نتوما كيفاش تسموه,امينة سفة ولا المسفوف الكسكس حلو بسكر نتوما كيفاش تسموه
0.6664,3147,وقالتان رمضان اتعبها وكيف تستطيعين,آكيِزٓارْ وقالتلي رمضان غلبني كون غلبها هو كيفاش ترجع,آكيزار وقالتلي رمضان غلبني كون غلبها هو كيفاش ترجع
0.6599,3149,كيف عور ساقطة مثل صدفة صدفه,كيفاش عور طايحه كيه صدفه,كيفاش عور طايحه كيه صدفه
0.6701,3152,لماذا حذفوا هذا الايموتيكون هو الذي يعجبني و لا يمكنني أن أكتب جملة من دونه مارك كذب,علاش حيدو هاد الايموتيكون هو لي كان كايعجبني و مايمكنش نكتب شي جملة بلا بيه مارك ماصدقش,علاش حيدو هاد الايموتيكون هو لي كان كايعجبني و مايمكنش نكتب شي جملة بلا بيه مارك ماصدقش
1.0,3158,بوابة إقليم سطات لهذا تسكن في بروج,بوابة إقليم سطات ها علاش ساكنة مدينة البروج غاضبة من كبور,بوابة إقليم سطات ها علاش ساكنة مدينة البروج غاضبة من كبور
0.6518,3163,لماذا مرضت بالسمنة هل من خطب,علاش سمنتي ولا كشما كاين,علاش سمنتي ولا كشما كاين
1.0,3166,اجبتك على تويتر كيف اذهب نهاية الأسبوع الى بيتنا وأجبتني  بماذا يُفكر عقلك الآن,كت تويت جواب كيفاش نسكيفي هاد الويكاند لدارنا كت تويت جواب كت تويت بماذا يُفكر عقلك الآن,كت تويت جواب كيفاش نسكيفي هاد الويكاند لدارنا كت تويت جواب كت تويت بماذا يفكر عقلك الآن
1.0,3167,كاهنة  (ضحك) لماذا لا تعودين,كاهنة هههههههههههههههه علاش ما ترجعيش,كاهنة علاش ما ترجعيش
0.9598,3168,كيف خطفته رائعة جدا امولة سمرقند امل بوشوشة,كيفاش خطفاته ههههههههههههههههه هايلة امولة سمرقند أمل بوشوشة,كيفاش خطفاته هايلة امولة سمرقند أمل بوشوشة
1.0,3168,كيف خطفته رائعة جدا امولة سمرقند امل بوشوشة,كيفاش خطفاته ههههههههههههههههه هايلة امولة سمرقند أمل بوشوشة,كيفاش خطفاته هايلة امولة سمرقند أمل بوشوشة
1.0,3171,الغسيل يطول واقول لك لمادا لم ياتني الالهاة و الاواني اتمنى ان تموتوا,لا فاش يطوال نقولك علاش تاني مزال مجانيش الالهام والماعن الله يعطيهم موتة يا ربي,لا فاش يطوال نقولك علاش تاني مزال مجانيش الالهام والماعن الله يعطيهم موتة يا ربي
1.0,3184,كيف الاحوال ان شاء الله تكون كثرا جميلة ان شاء الله والف الف مبروك,كيفاش لاحوال نشاله كون بزاف منيحه انشاء الله و الف الف مبروك,كيفاش لاحوال نشاله كون بزاف منيحه انشاء الله و الف الف مبروك
0.6642,3189,لماذا هذا الكلام الاسلام هو الاسلام و هذا اسمه القتلل المقنن أي بقوانين,علاش كاتكرهو الإسلام دين السلام هادا را سميتو قتل مقنن,علاش كاتكرهو الإسلام دين السلام هادا را سميتو قتل مقنن
0.696,3190,رانيا  تضحك جزائرية حرة ايتها الريفية لماذا أمل وريم ونوميديا مغربيات اضيفي لهم حنونة الشابة صحيح مغربية,رانيا ههههه دزيرية حرة ياعروبية علاش أمل وريم ونوميديا مغربيات زيديلهم حنونة الشابة صح مغربية,رانيا دزيرية حرة ياعروبية علاش أمل وريم ونوميديا مغربيات زيديلهم حنونة الشابة صح مغربية
