id,msa_verified,tweet,cleanedtweet2
10607,ننبسط على أخبار كهذه لكن أقوى من هذا يا سيد أقوى شيء ما لا ينيمهم الليل,مننبسط ع هيك أخبار بس أقوى من هيك يا سيد أقوى  اشي ما ينيمهم الليل,مننبسط ع هيك أخبار بس أقوى من هيك يا سيد أقوى اشي ما ينيمهم الليل
10616,أي والله لو يبتعدون عنا ولا نحتاج لهذه الإضافة العمى,@Dani__Farah اي والله لو بيحلو عننا وبلاها هيك اضافة لعما,اي والله لو بيحلو عننا وبلاها هيك اضافة لعما
10616,أجل والله لو يبتعدون عنا ونستغني عن هذه الإضافة العمى لهم,@Dani__Farah اي والله لو بيحلو عننا وبلاها هيك اضافة لعما,اي والله لو بيحلو عننا وبلاها هيك اضافة لعما
10628,ماذا تريد بالمعارك؟ إنها مسألة سياسية بحتة لدي طبق من العناب هو يفهم رأسي,@GeoHotmai شو بدك بالمعارك شغلة كلا سياسي عندي صحن الجنارك هو بيفهم عراسي,شو بدك بالمعارك شغلة كلا سياسي عندي صحن الجنارك هو بيفهم عراسي
10661,نحبك اجل نحبك ماذا تريد اكثر من ذلك,@MaguyBouGhosn بنحبك اي بنحبك، اكثر من هيكي شو بدك....:),بنحبك اي بنحبك اكثر من هيكي شو بدك
10682,المدفأة الوحيدة التي تدفئ وغير ذلك كذب,@El_Nafseah الصوبة الوحيدة اللي بتدفي . غير هيك شذب,الصوبة الوحيدة اللي بتدفي غير هيك شذب
10686,لا تتحدثي هكذا نحن معجبو رافا محترمون ولا تمثلينا بهذه الطريقة لو سمحت,@iMem_x @maryamnimo لا تحكي هيك نحنا فانز رافا محترم و لا تمثلنا هيك لو سمحتي,لا تحكي هيك نحنا فانز رافا محترم و لا تمثلنا هيك لو سمحتي
10688,يعني تضامن هكذا جاءت مع الشوكولاتة,@maaytah_Emad يعني تضامن  هيك أجت مع الشوكولاطات 😂😂,يعني تضامن هيك أجت مع الشوكولاطات
10696,يا لهذه الشهرة يا متعلمين يا أصحاب المدارس,يا هيك شهرة يا بلاااااااااااااااش يا متعلمين يا بتوع المدارس #KenzaMorsliOnSawtElGhad #KenzaMorsli  @Kenza_Morsli,يا هيك شهرة يا بلاش يا متعلمين يا بتوع المدارس
10732,لأنك معقد لن تعرف ماذا تريد,#لانك_معقد  ما ح تعرف شو بدك,لانك معقد ما ح تعرف شو بدك
10762,لأنك شخص معقد ولا تجادل لذلك تشعر أنك على حق,#لأنك_معقد وما بتتجادل كرمال هيك بتحس حالك معك حق,لأنك معقد وما بتتجادل كرمال هيك بتحس حالك معك حق
10776,لم يحدث شيء لكن طعامهم ليس لذيذا والمكان مكتظ بسبب البلاستيك الذي لفوه,@ibrahemalsharif @667wafa1 ما صار شي ! بس اكلهم مش زاكي و المكان خنقة مشان البلاستيك اللي لفينه 😣,ما صار شي بس اكلهم مش زاكي و المكان خنقة مشان البلاستيك اللي لفينه
10779,لأنك معقد سوف ترى الدنيا هكذا,👇 #لأنك_معقد     رح تشوف الدني هيك  ₩₩₩₩₩₩₩₩₩₩₩₩₩₩₩₩₩₩₩₩₩₩₩₩₩₩₩₩################😈😈😈😈😈😈😈😈😈❌🚫⤴⤵↖↔➗✖❎❌,لأنك معقد رح تشوف الدني هيك
10779,لأن أفكارك معقدة سوف ترى الدنيا هكذا,👇 #لأنك_معقد     رح تشوف الدني هيك  ₩₩₩₩₩₩₩₩₩₩₩₩₩₩₩₩₩₩₩₩₩₩₩₩₩₩₩₩################😈😈😈😈😈😈😈😈😈❌🚫⤴⤵↖↔➗✖❎❌,لأنك معقد رح تشوف الدني هيك
10781,نسيم حساس جدا وتأثر بكلام أمس من الطبيعي أن يحدث ذلك معه,نسييييم كتييير حساس و تأثر بكلام امبارح !!! طبيعي هيك يصير معو !! #staracarabia,نسيم كتير حساس و تأثر بكلام امبارح طبيعي هيك يصير معو
10796,عندما تتظاهر أمام الناس بأنك مثالي ولكن داخلك عكس ذلك فهذا كذب,لما تمثل على الناس انك مثالي لكن داخلك عكس هيك #هذا_كذب,لما تمثل على الناس انك مثالي لكن داخلك عكس هيك هذا كذب
10800,هو هكذا وضح لك كم يحبك أتوقع خصوصا عن موضوع التصنيع,@Bavarian_Son هو هيك وضحلك قديش بحبك اتوقع ، بالذات ع قصة التصنيع 😅😅,هو هيك وضحلك قديش بحبك اتوقع بالذات ع قصة التصنيع
10803,لا يا عديم الأخلاق طيب هكذا مستحي ولم أكملها ولم أختصرها,@Scribbl87886431 ههههههه لا يااخلاق سز طيب هيك مستحي وماكملتها ولا مختصر,لا يااخلاق سز طيب هيك مستحي وماكملتها ولا مختصر
10819,لا يجدي معي ذلك معروف عنه التكدير,@yasmis17 @Answerthesequ بزبطش معي هيك معروف ابو نكد  😏😏😏😏,بزبطش معي هيك معروف ابو نكد
10819,لا ينفع معي هكذا معروف أبو نكد,@yasmis17 @Answerthesequ بزبطش معي هيك معروف ابو نكد  😏😏😏😏,بزبطش معي هيك معروف ابو نكد
10861,كيف يكونون صعبين هكذا يا أخي نطقهم صعب أيضا,@HroutKhalil كيف هيك صعبين ياخي 😕 ههههههه لفظهم صعب حتتى ! بس 👍,كيف هيك صعبين ياخي لفظهم صعب حتتى بس
10865,رأفت هكذا أفضل أخشى أضيع لكي تجدوني,@rafataref52 @LanaNader85 @sarao5294 ههههههه رأفت هيك احسن بخاف اضيع مشان اتلاقوني,رأفت هيك احسن بخاف اضيع مشان اتلاقوني
10865,رأفت هكذا أفضل أخاف أن أضيع حتى تجدوني,@rafataref52 @LanaNader85 @sarao5294 ههههههه رأفت هيك احسن بخاف اضيع مشان اتلاقوني,رأفت هيك احسن بخاف اضيع مشان اتلاقوني
10866,ما أجمله يا رب ليتني أصبح مثله هكذا سوشا أنا أفتقدك,@sosoisthebest98 @Dory مأحلاه 😢😍😍😍😭❤❤❤ يا رب اصير متلو هيك 😭❤❤ وسوشا مس يو 😢❤,مأحلاه يا رب اصير متلو هيك وسوشا مس يو
10866,ما أجمله يا رب أصبح مثله هكذا وسوشا اشتقت لك,@sosoisthebest98 @Dory مأحلاه 😢😍😍😍😭❤❤❤ يا رب اصير متلو هيك 😭❤❤ وسوشا مس يو 😢❤,مأحلاه يا رب اصير متلو هيك وسوشا مس يو
10881,عزيزتي جامعتي من أجل الله ارحمينا,عزيزتي جامعتي؛  مشان الله ارحمييينا :),عزيزتي جامعتي؛ مشان الله ارحمينا
10899,بمجرد أن نسمع أخبارا كهذه نشعر أن الدنيا بأكملها قد صارت ملكا لنا ولا تسعنا,مجرد ما تسمع هيك اخبار بحس انو الدنيا كلها صارت ملكنا وما سيعتنا ✌✌✌,مجرد ما تسمع هيك اخبار بحس انو الدنيا كلها صارت ملكنا وما سيعتنا
10899,مجرد أن تسمع هذه الأخبار تشعر بأن الدنيا أصبحت ملكنا ولم تسعنا,مجرد ما تسمع هيك اخبار بحس انو الدنيا كلها صارت ملكنا وما سيعتنا ✌✌✌,مجرد ما تسمع هيك اخبار بحس انو الدنيا كلها صارت ملكنا وما سيعتنا
10909,حنان لمروان أنت طيب كثيرا ما كنت أعتقد أنك هكذا لأنني لم أكن أفهمك,حنان لمروان انت كتير طيب ما كنت بعتقدتك هيك لاني ما كنت بفهمك #MarwanYoussef #staracarabia  #hananel5edir,حنان لمروان انت كتير طيب ما كنت بعتقدتك هيك لاني ما كنت بفهمك
10909,حنان لمروان أنت طيب جدا لم أكن أعتقد أنك هكذا لأنني لم أكن أفهمك,حنان لمروان انت كتير طيب ما كنت بعتقدتك هيك لاني ما كنت بفهمك #MarwanYoussef #staracarabia  #hananel5edir,حنان لمروان انت كتير طيب ما كنت بعتقدتك هيك لاني ما كنت بفهمك
10909,حنان إلى مروان أنت طيب جدا لم أكن أعتقدك كذلك لأني لم أكن أفهمك,حنان لمروان انت كتير طيب ما كنت بعتقدتك هيك لاني ما كنت بفهمك #MarwanYoussef #staracarabia  #hananel5edir,حنان لمروان انت كتير طيب ما كنت بعتقدتك هيك لاني ما كنت بفهمك
10935,ما حاجتك لأقلام الكحل؟ عيونك جميلة بما يكفي,شو بدك باقلام الكحلة، عيونك مش قليلة 💘😍🙊,شو بدك باقلام الكحلة عيونك مش قليلة
10935,ماذا تريدين بأقلام الكحل؟ عيونك ليست صغيرة,شو بدك باقلام الكحلة، عيونك مش قليلة 💘😍🙊,شو بدك باقلام الكحلة عيونك مش قليلة
10945,أنت لو أكملت الحديث بأدب لكنت قد شككت فيك لكن هكذا تطمأني أنك بخير,@memo_mushtaha انتا لو كملت تحكي محترم كان شكيت فيك  هيك تطمنت انك بخير,انتا لو كملت تحكي محترم كان شكيت فيك هيك تطمنت انك بخير
10987,أكيد هذا فخ من الإدارة فهم يعرضون المشاهد التي تحبها لأجل الفتنة,@raphael0hanan @mnargh اكيد هذا فاخ من الإدارة هما بنزل المشاهد لي يحب مشان الفيتنة,اكيد هذا فاخ من الإدارة هما بنزل المشاهد لي يحب مشان الفيتنة
10999,أصبحنا 3 فعلا لسنا معجبين نحن وحوش ويجب علينا أن نبقى يدا واحدة دائما,@najwakaram صرنا 31K posts عنجد نحنا مش فانز نحنا وحوش!! ولازم هيك دايما نبقى ايد واحدة🙌🏼 #BAMA2016PlatinumEdition_NajwaKaram,صرنا 3 عنجد نحنا مش فانز نحنا وحوش ولازم هيك دايما نبقى ايد واحدة
